Features,Label
"[-2.20533493e+02  8.94945450e+01 -8.42155533e+01  1.07844424e+00
 -5.08391113e+01  6.53104258e+00 -2.06240005e+01  2.10026836e+01
  5.08022547e+00  3.47193575e+00 -1.04369402e+01  1.01250896e+01
 -1.21884365e+01  9.25116164e-02  3.06972024e+00  2.67445487e-03
  5.00658356e-02  3.76555152e+03  3.37917037e+03  8.56278274e+03
  7.73361651e-04  8.01623389e-02]",1
"[-4.01928986e+02  3.37679749e+01 -4.06142006e+01  8.21589661e+00
 -2.09214687e+01  3.68265748e+00 -1.30369864e+01 -3.13990211e+00
 -7.30990267e+00 -3.15002394e+00 -6.32906437e+00 -4.45864582e+00
 -7.94035625e+00  4.35055211e-02  1.75158185e+01  8.35712718e-03
  2.35535662e-02  1.36521738e+03  1.16811813e+03  3.05196271e+03
  6.15574956e-01  1.32741645e-01]",0
"[-3.16651306e+02  8.30544510e+01 -6.83495255e+01  2.22678719e+01
 -1.88479328e+01  1.87950764e+01 -1.14181452e+01  5.37376451e+00
 -7.14760971e+00  4.33081150e+00  7.73746252e+00 -1.56340134e+00
  7.96068716e+00  7.80572877e-02  2.05030571e+00  1.88493384e-03
  4.22513776e-02  3.21379466e+03  3.09310941e+03  7.83450260e+03
  9.11651077e-05  5.62987588e-02]",1
"[-3.11719177e+02  1.62876266e+02 -2.68426056e+01 -1.12572956e+00
 -1.04662313e+01 -8.23386955e+00 -1.09419823e+01 -5.12037134e+00
 -8.68557739e+00 -7.95033216e+00 -1.28547978e+00 -5.71695328e+00
 -1.36022539e+01  3.86376465e-02  3.87547313e+00  2.72632813e-03
  2.09063975e-02  1.69979222e+03  2.40902072e+03  3.90547093e+03
  6.35342149e-05  7.71568939e-02]",0
"[-3.00870422e+02  1.10827980e+02 -2.55998631e+01  3.44272957e+01
 -7.89538670e+00 -7.19976711e+00 -9.78705311e+00  7.41803265e+00
 -1.63284645e+01  1.07813244e+01  3.83652115e+00 -5.51375866e+00
  1.83561668e+01  5.88465428e-02  2.19116200e+00  2.40282474e-03
  3.18406271e-02  2.75197067e+03  3.12489638e+03  7.11952726e+03
  1.51545290e-04  6.15504049e-02]",1
"[-1.72585083e+02  1.97872498e+02 -5.21404800e+01 -1.54062738e+01
  5.81150115e-01 -1.61803532e+01 -1.02551470e+01 -4.80149508e+00
 -1.69769347e+00 -1.26146307e+01 -2.63314438e+01 -2.24544315e+01
 -1.24806004e+01  5.17864022e-02  3.30191019e+01  2.75152101e-02
  2.80327877e-02  1.45277404e+03  1.29771476e+03  2.91499516e+03
  4.68053331e-05  2.87576437e-01]",0
"[-3.27758087e+02  1.40797470e+02  3.23324132e+00  1.94106617e+01
 -1.97898941e+01 -1.18298063e+01 -1.45428734e+01 -1.50547132e+01
 -2.68385201e+01 -6.43736410e+00  5.49621964e+00 -5.94288588e+00
  9.55424976e+00  3.19075621e-02  2.60599067e+00  2.68947401e-03
  1.72691194e-02  1.86036812e+03  2.77186021e+03  5.04210403e+03
  4.07256448e-05  6.80020973e-02]",1
"[-3.06022339e+02  1.48236465e+02 -9.24261475e+01  1.73253422e+01
 -8.09631062e+00 -1.62532635e+01  5.50429821e+00 -8.36593723e+00
 -1.95763359e+01 -1.40801277e+01 -6.22607660e+00  5.62280369e+00
  4.79882431e+00  8.44508378e-02  2.13027177e+00  8.57615714e-04
  4.56987369e-02  2.39158634e+03  1.90712540e+03  4.83451930e+03
  2.45787414e-05  5.74379265e-02]",0
"[-2.51441132e+02  1.20894203e+02 -5.81976700e+01  2.85734806e+01
 -2.30017872e+01  2.57827854e+00 -2.77411308e+01  2.54527658e-01
 -1.81855316e+01  1.10065184e+01 -1.41976583e+00 -4.36519194e+00
  1.91985397e+01  7.34543529e-02  3.51949107e+00  3.48549449e-03
  3.97421632e-02  2.87239346e+03  2.96901820e+03  7.03424052e+03
  1.32280262e-03  8.38544220e-02]",1
"[-3.58422302e+02  1.24177238e+02 -9.09420776e+01  1.14646425e+01
 -3.10374432e+01 -3.76969032e+01 -2.05796757e+01 -1.30508738e+01
  7.30632210e+00  2.04924393e+00 -1.86627045e+01 -2.82889671e+01
 -2.52587967e+01  1.02025953e-01  1.26050828e+00  6.13155513e-04
  5.52174014e-02  2.50843708e+03  1.89447893e+03  4.99087557e+03
  9.33336014e-06  4.96761091e-02]",0
"[-2.35250458e+02  1.20555161e+02 -2.74994011e+01  3.83842430e+01
 -1.91719131e+01 -2.03948174e+01 -1.46896439e+01  1.26672039e+01
 -2.86822338e+01  2.40361214e+00 -5.08413267e+00 -9.12718773e+00
  2.65636425e+01  5.51313920e-02  7.25371835e+00  5.62886150e-03
  2.98411479e-02  2.73374324e+03  3.11473003e+03  6.67731689e+03
  4.00703357e-05  1.25467688e-01]",1
"[-4.19743561e+02  4.54861259e+01 -3.17145176e+01 -2.14385014e+01
 -1.68818722e+01 -3.71761799e+00  4.05171537e+00 -2.56516099e+00
  3.16656709e+00  2.85344362e+00 -1.76462889e+00 -1.21966851e+00
 -1.40755260e+00  6.48187717e-02  4.10177152e+00  2.49771251e-03
  3.50712496e-02  2.26207714e+03  2.61638576e+03  5.67793074e+03
  6.81677717e-04  4.91968989e-02]",0
"[-3.01855194e+02  5.81887932e+01 -7.73509979e+01  5.33603489e-01
 -2.08035684e+00  2.13793716e+01 -1.32798262e+01  1.91674888e+00
 -7.47811651e+00  1.60420494e+01  1.28943253e+01 -5.28370559e-01
  7.03610325e+00  9.42480619e-02  4.60355038e+00  6.80441410e-03
  5.10161819e-02  3.50934921e+03  3.14925474e+03  8.26247916e+03
  3.17803322e-04  7.67380297e-02]",1
"[-3.26597534e+02  8.71673965e+01 -8.15849152e+01 -3.27331657e+01
 -2.18616810e+01 -8.00152874e+00  1.51471460e+00 -9.20823574e+00
  6.52942133e+00  2.00537753e+00 -1.94669895e+01 -9.05740833e+00
  6.60202360e+00  7.29638145e-02  8.33764867e+00  3.16069869e-03
  3.94804842e-02  2.18033566e+03  1.72134381e+03  4.12712538e+03
  1.26529412e-04  1.10483624e-01]",0
"[-3.47237396e+02  1.12423515e+02 -6.23281050e+00  2.40286713e+01
 -8.36959267e+00 -1.42445068e+01 -5.68343306e+00  2.08009505e+00
 -1.25806570e+01  7.52875757e+00  1.00125637e+01 -4.00045156e+00
  2.55955696e+01  4.55704088e-02  2.13145318e+00  2.47637419e-03
  2.46558553e-02  2.51731712e+03  3.17176066e+03  7.04436013e+03
  1.13508482e-04  4.93800752e-02]",1
"[-3.08306061e+02  5.52423592e+01 -8.71292572e+01 -2.90625038e+01
 -5.37083893e+01 -4.16407700e+01 -2.24887638e+01 -1.15595722e+01
  2.40146561e+01  3.39943924e+01  1.81120014e+01 -7.90128803e+00
 -4.79685211e+00  5.36387110e-02  4.49134773e+01  2.83401222e-02
  2.90278344e-02  1.85768222e+03  1.72590439e+03  4.16609417e+03
  2.06796835e-06  3.48694116e-01]",0
"[-2.67066376e+02  7.81176605e+01 -1.75503082e+01  4.55098038e+01
 -8.35260677e+00 -5.81477833e+00 -1.00230532e+01  1.07292194e+01
 -1.79235592e+01  3.89699817e+00 -1.66145229e+01 -3.77372718e+00
  3.08641577e+00  7.68550173e-02  1.35706045e+01  6.66872861e-03
  4.15830818e-02  3.70498335e+03  3.79263255e+03  9.37256721e+03
  3.55469319e-03  1.40989617e-01]",1
"[-3.38312225e+02  6.58645096e+01 -7.42806931e+01 -1.48993263e+01
 -1.05590229e+01 -2.79989185e+01 -1.50552483e+01 -2.47974129e+01
 -2.19000854e+01 -1.51744728e+01 -9.82351780e+00  2.26682496e+00
  4.44321632e+00  5.32316707e-02  1.68178808e+01  8.25398814e-03
  2.88068568e-02  2.00904691e+03  1.73814543e+03  4.31141106e+03
  1.96474284e-01  1.52123347e-01]",0
"[-3.10617859e+02  8.12305832e+01 -2.22030907e+01  4.20729141e+01
 -8.62439632e+00 -9.69541907e-01 -1.23052740e+01  9.08854294e+00
 -1.55731878e+01  7.95266485e+00 -1.52061100e+01 -1.31180394e+00
  3.81804037e+00  9.52186055e-02  4.11172124e+00  2.48567586e-03
  5.15185608e-02  3.99379482e+03  3.88721416e+03  9.78493302e+03
  5.34435874e-03  7.08650872e-02]",1
"[-2.18320602e+02  7.48421097e+01 -1.65781448e+02 -5.80250130e+01
 -6.77541428e+01 -5.26140938e+01 -8.07049751e+00  2.40405903e+01
  4.86855545e+01  1.63667336e+01 -1.25091994e+00 -3.37010455e+00
  3.86257505e+00  5.40224143e-02  6.32199724e+01  3.70703539e-02
  2.92492693e-02  2.09929058e+03  1.61213314e+03  3.95275288e+03
  1.84192904e-05  4.18857723e-01]",0
"[-2.58415527e+02  5.83792877e+01 -6.59610977e+01  5.87878942e+00
 -2.01892033e+01  3.38730502e+00 -1.60966740e+01  8.34982872e+00
 -8.15585709e+00 -1.39943104e+01 -1.01228380e+01 -6.18698359e+00
  4.68443966e+00  9.91203414e-02  5.43660748e+00  6.06367649e-03
  5.36476551e-02  3.80387075e+03  3.30832754e+03  8.92216161e+03
  9.43854684e-04  7.98663422e-02]",1
"[-2.35895050e+02  1.89933807e+02 -3.33436928e+01 -4.93831778e+00
  2.63143063e+01 -1.43165226e+01 -1.84265060e+01 -1.21395597e+01
 -1.54309053e+01 -5.79006195e+00  5.09645748e+00  7.92986929e-01
 -2.04025531e+00  2.82104680e-02  1.79128983e+01  6.22712950e-03
  1.52639669e-02  1.12763434e+03  1.25826042e+03  2.54196311e+03
  1.86529417e-06  2.03620240e-01]",0
"[-2.68198151e+02  6.16310616e+01 -6.46554031e+01  7.53647709e+00
 -1.66520634e+01 -6.34054720e-01 -1.24386759e+01  8.76656532e+00
 -5.05663443e+00 -9.84273243e+00 -6.03320646e+00 -5.81892681e+00
  3.68095088e+00  9.37364575e-02  5.36401476e+00  5.84055200e-03
  5.07340975e-02  3.60512213e+03  3.16723370e+03  8.43630420e+03
  8.79483530e-04  7.73475170e-02]",1
"[-4.37728577e+02  1.22223618e+02 -1.10329323e+01  3.25482903e+01
  1.63337917e+01  1.57895508e+01  3.06228733e+00  6.91404390e+00
  1.12456727e+00  2.70224118e+00  8.14566231e+00  9.22443676e+00
  4.61585665e+00  5.95981284e-02  4.05956750e-01  3.52343030e-04
  3.22568032e-02  2.63964448e+03  3.29326295e+03  7.54537362e+03
  2.66534073e-04  1.75843276e-02]",0
"[-2.68679443e+02  6.41359177e+01 -5.64231377e+01  6.16138077e+00
 -2.30974026e+01 -7.15603256e+00 -1.41856127e+01  1.20383596e+01
 -7.60610676e+00 -5.16183281e+00 -7.85038614e+00 -6.20030975e+00
  4.63217020e+00  8.98001132e-02  5.30937014e+00  6.11803958e-03
  4.86122931e-02  3.74231472e+03  3.37608021e+03  8.95907330e+03
  8.12520157e-04  7.64656514e-02]",1
"[-4.40465485e+02  1.26030327e+02 -1.84304428e+01  4.00966148e+01
  1.00662413e+01  2.31449146e+01  8.36968231e+00  6.25788260e+00
  1.13225973e+00  1.50801086e+00  7.69081640e+00  7.69093513e+00
  7.78608894e+00  4.58811466e-02  4.11553859e-01  3.91703188e-04
  2.48241240e-02  2.38387818e+03  3.13098669e+03  7.03073172e+03
  2.72044010e-04  1.94225740e-02]",0
"[-2.84782471e+02  6.33831024e+01 -4.18186913e+01  6.89297199e+00
 -2.48562050e+01 -9.71998501e+00 -1.43845367e+01  1.50387068e+01
 -7.81390333e+00 -5.22728777e+00 -8.14169407e+00 -6.28481293e+00
  1.96178830e+00  8.80275544e-02  5.25863388e+00  6.21702020e-03
  4.76566724e-02  3.87867562e+03  3.61026022e+03  9.38955488e+03
  1.00914948e-03  7.37953112e-02]",1
"[-3.89977142e+02  8.24250031e+01 -2.69749761e+00  4.49469261e+01
 -1.02818384e+01  3.99572105e+01  2.01876545e+00  2.21007977e+01
 -2.15030384e+00  1.61714115e+01 -9.01345730e+00  2.71186428e+01
  6.70552015e+00  9.48167067e-02  8.44682970e-02  1.03202733e-04
  5.13053626e-02  4.32808449e+03  4.77079680e+03  1.19293448e+04
  1.60056632e-03  1.35831190e-02]",0
"[-3.01867645e+02  6.95370941e+01 -3.39864235e+01  1.16931019e+01
 -2.17520218e+01 -1.08178291e+01 -1.75770340e+01  1.32800817e+01
 -1.10337744e+01 -1.48365736e+00 -8.94895267e+00 -1.00419807e+01
  2.73344326e+00  7.67135738e-02  3.21976351e+00  3.52234107e-03
  4.15418679e-02  3.77382364e+03  3.70541638e+03  9.51805734e+03
  8.80208681e-04  6.30950406e-02]",1
"[-7.09856079e+02  9.00060501e+01 -2.36029835e+01  1.93140430e+01
  1.16960964e+01  1.53392773e+01  1.02460032e+01  1.65074520e+01
 -1.67394325e-01  9.52113152e+00  9.78847790e+00 -1.15197401e+01
  3.19783926e-01  1.19061181e-02  7.15731732e-03  1.65716392e-05
  6.45301985e-03  9.67788396e+02  1.40837027e+03  2.66510985e+03
  4.64232504e-01  2.97402428e-03]",0
"[-3.07867462e+02  7.84159546e+01 -2.29406261e+01  4.00237961e+01
 -1.07188768e+01  9.37550426e-01 -1.21864519e+01  9.70861816e+00
 -1.63997440e+01  8.96048832e+00 -1.55982647e+01 -2.39503551e+00
  2.89784408e+00  1.10160463e-01  4.44769245e+00  2.63254036e-03
  5.96461970e-02  4.19835945e+03  3.94968861e+03  1.00456706e+04
  6.92657568e-03  7.42495283e-02]",1
"[-3.07356110e+02  9.66564331e+01  1.28511274e+00  3.76085320e+01
 -8.42901841e-02  2.02324905e+01  5.20489454e+00  1.31617479e+01
  4.30437374e+00  1.34327993e+01  4.00028896e+00  8.10501862e+00
 -5.30318141e-01  4.40317672e-02  7.44050291e-01  1.55113962e-03
  2.38310457e-02  3.73304359e+03  4.65482590e+03  1.11300966e+04
  1.24801975e-03  3.12618949e-02]",0
"[-3.02829651e+02  7.39412689e+01 -1.79193802e+01  3.25308495e+01
 -6.62692881e+00 -6.50991631e+00 -1.32943144e+01  8.50658703e+00
 -1.27591867e+01  6.78955269e+00 -1.02695217e+01 -5.25736952e+00
  4.62019300e+00  1.10058142e-01  6.35279518e+00  3.38561541e-03
  5.95759900e-02  4.12985305e+03  3.91140614e+03  1.00447250e+04
  6.91655325e-03  8.16255063e-02]",1
"[-2.78968781e+02  9.29826584e+01  3.51652622e+00  5.20340538e+01
 -9.22649384e+00  3.81773987e+01 -4.75136471e+00  2.04906063e+01
 -6.97509193e+00  1.65390034e+01  2.28221488e+00  6.82216311e+00
  9.23339748e+00  6.42319313e-02  1.58985772e+00  2.42577806e-03
  3.47670405e-02  4.01093111e+03  4.51150013e+03  1.13466875e+04
  2.29557918e-04  5.00515550e-02]",0
"[-3.00380066e+02  7.17508926e+01 -1.94660625e+01  3.15863686e+01
 -5.54888868e+00 -5.50426292e+00 -1.76423969e+01  9.25123692e+00
 -1.48894844e+01  7.18964338e+00 -1.16425362e+01 -8.75162125e+00
  7.57681799e+00  1.08756561e-01  6.50071248e+00  3.33406270e-03
  5.88425171e-02  4.18958606e+03  3.97706962e+03  1.05275797e+04
  6.93478622e-03  8.39951336e-02]",1
"[-2.39370621e+02  1.03551025e+02  6.74879646e+00  4.54403763e+01
  6.09395504e+00  3.38735466e+01  2.37403822e+00  1.64648361e+01
  1.75159276e+00  9.57289505e+00  2.04251409e+00  5.99151897e+00
  1.16649408e+01  3.88202403e-02  1.35003768e+01  1.63572670e-02
  2.10070549e-02  2.89666010e+03  3.87373934e+03  9.08648085e+03
  1.39442316e-04  1.30903393e-01]",0
"[-3.41161438e+02  5.46144600e+01 -2.12528458e+01  2.55818310e+01
 -7.73215771e+00 -1.13494215e+01 -1.47569151e+01  7.87375546e+00
 -1.40951433e+01  2.81238270e+00 -1.29399376e+01 -8.05878925e+00
  6.99761963e+00  1.02536053e-01  5.11378326e+00  2.49561207e-03
  5.54774139e-02  4.08662854e+03  3.85007275e+03  1.01835129e+04
  5.79515891e-03  6.60662279e-02]",1
"[-4.60455078e+02  1.25039968e+01  3.67788267e+00  7.99846077e+00
  3.43142056e+00  5.55190611e+00 -1.74671423e+00  4.56052208e+00
  1.53392363e+00  3.99870253e+00 -2.24780774e+00  1.71954858e+00
  6.37241080e-02  1.69596104e-02  4.12080044e+00  7.98272829e-03
  9.15902115e-03  8.75713151e+02  9.77319068e+02  2.28844489e+03
  8.06556106e-01  4.15209383e-02]",0
"[-3.25375580e+02  5.39230652e+01 -2.60088158e+01  2.44030685e+01
 -1.25545406e+01 -1.03012342e+01 -1.77440453e+01  9.27914143e+00
 -1.52809448e+01  1.28920650e+00 -1.72143993e+01 -1.01230307e+01
  6.69079924e+00  1.01971784e-01  5.14134679e+00  2.61174962e-03
  5.51478451e-02  4.13947506e+03  3.87681754e+03  1.03052966e+04
  4.25841659e-03  6.93150684e-02]",1
"[-3.67535217e+02  1.54440704e+02  3.04079037e+01  1.73012638e+01
 -9.37344968e-01  2.20315342e+01  7.50854683e+00  1.99568310e+01
  2.83057117e+00  1.64515667e+01  4.05165005e+00  1.17189531e+01
 -2.18244934e+00  1.08538589e-02  8.48525432e-01  2.25870549e-03
  5.88495911e-03  1.45390190e+03  3.28050459e+03  4.21730179e+03
  7.78448302e-05  4.49501611e-02]",0
"[-2.95147095e+02  5.71104546e+01 -4.28709984e+01  2.36953316e+01
 -1.15456800e+01 -5.07875109e+00 -2.15856628e+01  7.81398773e+00
 -1.64283295e+01 -2.01377606e+00 -1.65147285e+01 -1.13600340e+01
  9.85698414e+00  9.27914941e-02  5.97528115e+00  3.08322048e-03
  5.02253007e-02  3.87653011e+03  3.62112100e+03  9.67127819e+03
  1.89364341e-03  8.35345164e-02]",1
"[-4.40248840e+02  6.85833206e+01 -2.57278690e+01  4.17268715e+01
  6.13902330e+00  1.51330929e+01  7.97372341e+00  2.18656960e+01
  1.78441944e+01  1.05601063e+01  1.03921099e+01 -3.78817415e+00
  2.07540379e+01  1.04791687e-01  4.83443149e-01  8.26306093e-04
  5.66674341e-02  4.23356531e+03  3.85278773e+03  9.91222497e+03
  3.22202267e-03  2.08147075e-02]",0
"[-2.89828674e+02  5.81217499e+01 -5.01196442e+01  1.91099014e+01
 -9.39494228e+00  4.42375469e+00 -2.10903378e+01  3.07362247e+00
 -1.33979197e+01 -6.76025724e+00 -1.44237928e+01 -7.55591154e+00
  1.06967649e+01  9.56143466e-02  5.34052790e+00  2.87495567e-03
  5.17593260e-02  3.86509740e+03  3.52191041e+03  9.40295922e+03
  1.91003096e-03  7.48025775e-02]",1
"[-3.64361725e+02  1.27450951e+02 -1.00595274e+01  5.04329338e+01
 -1.52359610e+01  2.79341526e+01 -6.24253750e+00  1.31353569e+01
  3.22693872e+00  3.03833699e+00  9.98947906e+00 -3.52207851e+00
  7.96366787e+00  7.08812837e-02  6.76324756e-01  1.57348233e-03
  3.83496329e-02  3.15444823e+03  3.64349887e+03  9.24068049e+03
  2.14323605e-04  2.40352247e-02]",0
"[-2.63036835e+02  5.29854507e+01 -5.90602150e+01  1.06317139e+01
 -1.51535835e+01  4.51164150e+00 -1.87747345e+01  5.39891195e+00
 -9.90536499e+00 -1.15793934e+01 -1.19936275e+01 -4.66417313e+00
  7.49840212e+00  1.04415447e-01  7.30788409e+00  5.49889862e-03
  5.64973567e-02  3.92829062e+03  3.41039856e+03  9.14111016e+03
  1.98467844e-03  9.15517956e-02]",1
"[-2.97810791e+02  1.37972809e+02 -7.48360777e+00  3.46164093e+01
 -6.08258152e+00  1.03434267e+01 -4.44235516e+00  7.61955833e+00
  8.79060209e-01  7.42602539e+00  9.43696213e+00  1.30620256e-01
  6.79069710e+00  5.47040392e-02  5.45407470e+00  1.03285309e-02
  2.95904950e-02  2.59551628e+03  3.22453111e+03  7.82318344e+03
  1.03037724e-04  7.04248548e-02]",0
"[-2.45719330e+02  7.51845627e+01 -5.13403664e+01  1.35508547e+01
 -3.22052612e+01 -1.42030993e+01 -2.74635410e+01 -1.16001034e+01
 -1.32048206e+01 -5.73482370e+00 -1.41458731e+01 -2.05873966e+01
 -5.05114317e+00  5.94062982e-02  6.71274646e+00  5.40745805e-03
  3.21659725e-02  3.03590257e+03  3.12206137e+03  7.60088891e+03
  2.43188329e-02  1.20417826e-01]",1
"[-5.13823975e+02  2.45718632e+01 -8.51408839e-01  5.54383230e+00
  2.42402434e+00  6.85280943e+00  1.66918576e+00  4.11431789e+00
  2.36113572e+00  6.39348269e-01  1.49409306e+00  1.87684333e+00
  1.23275137e+00  6.98918269e-03  1.96878879e+00  3.31714036e-03
  3.77709713e-03  3.37124798e+02  5.08989285e+02  9.02854079e+02
  8.00681353e-01  2.84390878e-02]",0
"[-2.36672256e+02  7.98917465e+01 -5.44284096e+01  1.74701099e+01
 -3.04801064e+01 -1.99649563e+01 -3.51229591e+01 -1.30735140e+01
 -1.49300594e+01 -9.67973328e+00 -1.23652220e+01 -1.66404209e+01
  1.02785751e-01  5.48560285e-02  7.64669751e+00  6.55808889e-03
  2.96975787e-02  2.99303752e+03  3.12915759e+03  7.53501191e+03
  2.27274228e-04  1.30168304e-01]",1
"[-3.05421814e+02  1.25681877e+02  1.82536640e+01  1.71946659e+01
 -1.19167292e+00  1.32667208e+01 -4.84166956e+00  1.83155823e+01
 -3.26135278e+00  1.27029915e+01 -7.17606449e+00  8.22671604e+00
 -5.93518257e+00  5.10632680e-02  9.26331158e-01  7.73453207e-04
  2.76185695e-02  3.33070728e+03  4.68582128e+03  1.16321305e+04
  8.76125938e-04  3.21722701e-02]",0
"[-2.40361603e+02  7.17618408e+01 -8.56139221e+01  1.77468548e+01
 -2.96916275e+01 -1.22575493e+01 -1.83602238e+01 -9.44544125e+00
 -1.67843151e+01 -1.93375969e+01 -1.02483625e+01 -9.52813435e+00
  2.17356467e+00  8.28979680e-02  1.12579254e+01  9.71846961e-03
  4.48778088e-02  2.93830101e+03  2.55899534e+03  6.16893090e+03
  1.75734138e-04  1.60032660e-01]",1
"[-2.87312256e+02  1.96950607e+02 -2.34819679e+01  3.56106224e+01
 -2.83502126e+00  2.58635464e+01 -8.55002213e+00  1.33664198e+01
  1.33831871e+00  6.87694836e+00  3.57439041e+00  7.00913143e+00
  1.81891048e+00  2.64529565e-02  7.97022423e-01  1.38690760e-03
  1.43210823e-02  1.39328177e+03  2.28068700e+03  3.59020541e+03
  2.96375256e-05  4.60888669e-02]",0
"[-2.48888870e+02  7.49254608e+01 -8.21171494e+01  1.11214237e+01
 -2.30047894e+01 -8.71152687e+00 -2.00888329e+01 -8.99728203e+00
 -1.92255478e+01 -1.86849155e+01 -9.50338745e+00 -8.44875622e+00
  4.60857058e+00  8.33809828e-02  9.37922360e+00  8.04219866e-03
  4.51367487e-02  2.92649455e+03  2.59827410e+03  6.05466226e+03
  2.43487637e-04  1.39326259e-01]",1
"[-2.39595795e+02  1.66802719e+02 -6.32302856e+01  7.67929993e+01
 -2.50450745e+01  2.47241154e+01  9.89389229e+00  1.56744707e+00
  1.64514713e+01 -7.81345510e+00  8.65949440e+00  3.67338109e+00
  1.47580373e+00  6.64649340e-02  6.57914460e-01  9.49424831e-04
  3.59650922e-02  2.72909497e+03  2.85986727e+03  7.08822283e+03
  9.05210982e-05  4.21466157e-02]",0
"[-2.80884796e+02  7.96560898e+01 -6.35461349e+01  6.08597136e+00
 -1.81788406e+01 -1.06244535e+01 -2.09107494e+01 -8.02528095e+00
 -1.73864746e+01 -1.45865269e+01 -7.54661226e+00 -8.32622814e+00
  6.12804294e-02  8.14519333e-02  7.40063781e+00  7.16126214e-03
  4.40841323e-02  3.05472445e+03  2.92839928e+03  6.86237304e+03
  2.69593881e-03  1.07119203e-01]",1
"[-5.11432648e+02  2.54643383e+01 -2.50623627e+01  1.10979700e+01
  1.13434343e+01 -5.51534986e+00 -1.26841602e+01  3.56265473e+00
 -6.43993902e+00 -1.34390402e+01 -3.74727941e+00  2.87114048e+00
 -1.36567955e+01  9.47498677e-02  4.32268933e+00  6.65586986e-04
  5.12622949e-02  2.35949501e+03  1.99321235e+03  4.60696167e+03
  2.82559633e-01  4.30361070e-02]",0
"[-3.05695831e+02  8.32849655e+01 -4.97442398e+01  5.66450548e+00
 -1.59207363e+01 -1.23122597e+01 -1.87941990e+01 -9.75078487e+00
 -1.46837368e+01 -1.12508698e+01 -7.76786184e+00 -8.67566109e+00
 -3.03486562e+00  7.83868211e-02  6.19266617e+00  6.05343616e-03
  4.24448414e-02  3.10317534e+03  3.14887119e+03  7.38033118e+03
  3.61749949e-03  8.68596733e-02]",1
"[-4.69697601e+02  1.33097858e+01 -8.64088953e-01  7.57244825e+00
 -1.63849652e+00  9.11862659e+00 -2.92684531e+00  6.51871204e+00
 -2.21241459e-01  3.61272168e+00  3.04959327e-01  2.32925820e+00
 -4.02936637e-01  4.16957579e-02  2.67523683e+00  2.92571144e-03
  2.25917993e-02  1.50714815e+03  1.27822439e+03  3.39335411e+03
  7.57679641e-01  2.82520130e-02]",0
"[-2.87211426e+02  8.75612335e+01 -4.86322250e+01  9.39628983e+00
 -1.82590199e+01 -1.31593561e+01 -1.60939770e+01 -6.64976263e+00
 -1.74899807e+01 -1.03742971e+01 -1.32606106e+01 -8.78683281e+00
 -4.10040569e+00  7.62501204e-02  9.50946914e+00  7.43430014e-03
  4.12586870e-02  3.11447349e+03  3.20290308e+03  7.42810901e+03
  3.61753069e-03  1.11611791e-01]",1
"[-6.12298096e+02  3.20648164e-01 -5.86462688e+00  3.93696451e+00
 -3.81148219e+00  5.20406866e+00 -2.43329310e+00  3.80936551e+00
 -1.04555321e+00  3.04091620e+00 -1.54988623e+00  1.56933820e+00
 -4.23513234e-01  4.96027695e-02  1.28062732e+00  1.71314828e-03
  2.68005329e-02  1.24444311e+03  7.45525632e+02  2.29211927e+03
  8.45381320e-01  1.33711593e-02]",0
"[-2.97458862e+02  9.19318390e+01 -3.08330650e+01  2.15286613e+00
 -1.64530602e+01 -2.24439621e+01 -1.63446522e+01 -6.43193531e+00
 -1.57811737e+01 -8.81020260e+00 -1.28552828e+01 -1.02436943e+01
 -6.18632364e+00  6.64468774e-02  9.02646981e+00  7.53889868e-03
  3.59662440e-02  2.94701924e+03  3.24366098e+03  7.27870375e+03
  3.66921886e-03  9.61087123e-02]",1
"[-5.58008240e+02  1.63479710e+00 -7.01022768e+00  3.62957263e+00
 -5.42313957e+00  5.76074648e+00 -3.52801704e+00  4.06651640e+00
 -2.23879433e+00  1.92761290e+00 -2.03425765e+00  1.76945472e+00
 -1.90856934e+00  6.07121394e-02  1.62741096e+00  2.13403701e-03
  3.28317495e-02  1.34934587e+03  7.65255781e+02  2.35988999e+03
  8.39796066e-01  1.71482824e-02]",0
"[-2.91932465e+02  8.09941635e+01 -3.49630432e+01  6.98572540e+00
 -2.30074654e+01 -2.29996014e+01 -1.18736248e+01 -3.85499644e+00
 -1.75440407e+01 -7.92301512e+00 -1.81435242e+01 -7.63891983e+00
 -9.29290712e-01  7.09489961e-02  1.26094229e+01  1.06284249e-02
  3.83890690e-02  3.09872629e+03  3.28944144e+03  7.56751079e+03
  3.55859613e-03  1.24374390e-01]",1
"[-5.49292419e+02  6.69806814e+00 -7.15562057e+00  4.95828915e+00
 -4.39785385e+00  7.36564445e+00 -3.50389671e+00  5.69103050e+00
 -8.58614862e-01  3.45512867e+00 -7.26492643e-01  2.53477812e+00
 -1.27567601e+00  6.70367746e-02  2.31187866e+00  2.24654069e-03
  3.62872985e-02  1.88232376e+03  1.37889962e+03  3.89428227e+03
  7.13531852e-01  2.08228603e-02]",0
