Features,Label
"[-2.69790924e+02  8.05545425e+01 -4.55912743e+01  9.00717258e+00
 -2.65405197e+01 -2.70662937e+01 -1.22250576e+01 -3.86290097e+00
 -2.05713024e+01 -6.27070475e+00 -2.19222717e+01 -7.62490606e+00
  2.11319017e+00  6.13985458e-02  1.37211657e+01  1.09213781e-02
  3.32418169e-02  2.86659504e+03  3.03228428e+03  6.63615828e+03
  1.14103360e-03  1.47158846e-01]",1
"[-6.09855347e+02  6.38132381e+00 -4.62243509e+00  3.78179598e+00
 -5.18468332e+00  6.06993675e+00 -4.06212282e+00  2.97433519e+00
 -1.34635925e+00  1.04984272e+00 -1.74479222e+00  1.58850527e+00
 -1.73342288e+00  6.01333959e-02  8.85005202e-01  1.52323024e-03
  3.25094220e-02  1.29556807e+03  7.75903765e+02  2.33929491e+03
  8.28701079e-01  1.07413009e-02]",0
"[-2.49843277e+02  8.15968475e+01 -5.71326294e+01  1.04647589e+01
 -2.77968712e+01 -3.09468269e+01 -1.23742847e+01 -3.80123973e+00
 -2.34200401e+01 -5.55279875e+00 -2.41654491e+01 -9.50942135e+00
  2.39927483e+00  5.98050486e-02  1.64269933e+01  1.21404728e-02
  3.23752929e-02  2.74264154e+03  2.80827716e+03  5.99628372e+03
  2.10867729e-04  1.74328297e-01]",1
"[-7.29505066e+02 -4.78314257e+00 -5.90118599e+00  4.39844275e+00
  4.07777540e-02  2.33652067e+00 -2.56799483e+00  2.57578373e+00
 -8.84984910e-01  6.27943695e-01  8.11630338e-02  1.15977740e+00
 -3.82888764e-01  5.39077524e-02  9.85041380e-02  1.96249987e-04
  2.92010809e-02  1.19524034e+03  6.65608351e+02  2.05280995e+03
  8.61137807e-01  2.45265476e-03]",0
"[-2.44055756e+02  8.39198990e+01 -6.91249084e+01  6.25976610e+00
 -2.91641808e+01 -2.65957851e+01 -1.10007229e+01 -7.05035877e+00
 -2.25087509e+01 -6.32930756e+00 -2.30680447e+01 -5.24641323e+00
  3.50148797e+00  6.43237192e-02  1.32936847e+01  1.03658704e-02
  3.48038705e-02  2.77313364e+03  2.72029908e+03  5.96157843e+03
  1.75413108e-04  1.59283295e-01]",1
"[-5.67147705e+02 -1.24873734e+00 -4.49439049e+00  9.92526889e-01
  2.89747268e-01  6.68725669e-01 -2.22073770e+00  2.86395371e-01
  3.60187739e-01  2.35869825e-01 -8.85640979e-01  4.94777709e-02
 -2.78834343e-01  5.59429730e-02  2.60316642e-01  7.31314014e-04
  3.03088690e-02  1.49027617e+03  9.55275064e+02  2.87739292e+03
  8.03881049e-01  3.00221448e-03]",0
"[-2.49002762e+02  9.14617691e+01 -4.92622337e+01  1.31512709e+01
 -2.67350006e+01 -2.41526012e+01 -3.90788879e+01 -1.55420485e+01
 -1.57424097e+01 -7.06378365e+00 -6.26350117e+00 -1.89055023e+01
 -2.01560831e+00  4.64461551e-02  6.67176958e+00  6.06063287e-03
  2.51441552e-02  2.72677899e+03  3.02771545e+03  7.04621815e+03
  2.26529286e-04  1.18537918e-01]",1
"[-6.35321472e+02 -2.43524146e+00 -6.37280178e+00  1.83052158e+00
 -4.74073976e-01  1.68221962e+00 -2.75920153e+00  4.09123778e-01
 -3.29187699e-02  9.45070565e-01 -5.21203876e-01  5.89547567e-02
 -1.04079843e+00  4.66374375e-02  1.95044237e-01  3.46093589e-04
  2.52642734e-02  1.09863827e+03  6.76265398e+02  2.06601055e+03
  8.56871843e-01  3.19059077e-03]",0
"[-2.36584213e+02  8.75011139e+01 -7.20524521e+01  2.76114273e+00
 -2.81813145e+01 -2.42209320e+01 -1.22698259e+01 -8.72183132e+00
 -2.24624596e+01 -5.25824547e+00 -2.12174339e+01 -5.67084455e+00
  2.19161463e+00  6.45283609e-02  1.17346464e+01  9.93501332e-03
  3.49267900e-02  2.76837155e+03  2.72136370e+03  5.97899744e+03
  1.97594723e-04  1.52083978e-01]",1
"[-3.36966553e+02  1.65840927e+02 -3.91990967e+01  3.33661652e+01
 -2.15006828e+01  2.14332390e+01 -1.09562807e+01  7.39115191e+00
 -1.17086802e+01  8.66627026e+00 -9.57710552e+00  2.22164106e+00
 -1.16343880e+01  5.52819946e-02  7.54577902e-02  7.94597847e-05
  2.99164834e-02  2.42400245e+03  3.03953813e+03  6.51201468e+03
  8.07359058e-04  1.40671460e-02]",0
"[-2.38338196e+02  9.56103897e+01 -7.02000885e+01  2.95261002e+00
 -2.72717495e+01 -2.85017319e+01 -1.89067345e+01 -8.82806492e+00
 -2.06192856e+01 -5.18573284e+00 -1.79542904e+01 -7.41586256e+00
 -1.44278646e+00  5.97553929e-02  9.26055960e+00  7.60918946e-03
  3.23345752e-02  2.66013985e+03  2.70175727e+03  5.86252238e+03
  1.87768237e-04  1.36709586e-01]",1
"[-2.31674088e+02  2.04929077e+02 -2.68560524e+01 -2.68183594e+01
  1.61446018e+01 -2.00547314e+00 -8.94278622e+00 -2.65033484e+00
 -1.19189501e+01 -1.29617109e+01 -4.61802626e+00 -3.06780362e+00
  1.26214695e+00  3.06691785e-02  2.07397142e+01  1.88016990e-02
  1.66023598e-02  1.16469370e+03  1.45007617e+03  2.31543315e+03
  8.34049206e-06  2.11834878e-01]",0
"[-2.36522552e+02  1.01389366e+02 -6.95270233e+01  2.05024338e+00
 -2.52712078e+01 -2.96154881e+01 -2.34287796e+01 -1.02100401e+01
 -2.10590725e+01 -4.17104864e+00 -1.55561962e+01 -8.66154766e+00
 -1.84234178e+00  5.91851045e-02  9.20991626e+00  8.53740157e-03
  3.20288507e-02  2.60726134e+03  2.70153395e+03  5.82466509e+03
  2.32416540e-04  1.34405345e-01]",1
"[-2.57478363e+02  2.06872513e+02 -4.40601273e+01  1.93988953e+01
  6.62783527e+00  1.33286734e+01  1.47994061e+01  3.16945744e+00
  1.22647371e+01  4.67885399e+00 -1.09349775e+00  1.17141545e+00
  6.13238633e-01  3.74358990e-02  1.91121916e+00  2.16812895e-03
  2.02539213e-02  1.40402818e+03  1.80673053e+03  3.19230566e+03
  3.54332333e-05  7.01838732e-02]",0
"[-2.27940323e+02  9.37681961e+01 -7.42068253e+01  4.40773535e+00
 -2.64606457e+01 -2.58076515e+01 -2.53054905e+01 -5.41518688e+00
 -1.93705540e+01 -5.81425142e+00 -1.79580421e+01 -8.97976875e+00
  2.41548970e-01  6.84346109e-02  8.63229282e+00  8.27740709e-03
  3.70357341e-02  2.75579755e+03  2.74004879e+03  6.01652294e+03
  2.12803046e-04  1.38036162e-01]",1
"[-1.62673599e+02  1.76154510e+02 -6.90553665e+01  2.19192638e+01
 -6.26117945e+00  6.38108730e+00  6.52628613e+00 -5.21099901e+00
  5.74263000e+00 -2.50457811e+00 -1.01722631e+01 -6.52806664e+00
 -3.96676689e-01  6.34269068e-02  1.53823581e+01  8.38213469e-03
  3.43416088e-02  1.96869166e+03  1.90314184e+03  4.24739943e+03
  9.57455268e-05  1.81777716e-01]",0
"[-2.41939529e+02  1.08568245e+02 -5.89570236e+01  4.54243422e+00
 -2.32605629e+01 -2.79704628e+01 -3.37696304e+01 -6.85594320e+00
 -2.22887135e+01 -3.78677654e+00 -1.35695152e+01 -1.40907040e+01
 -3.74861264e+00  5.83078534e-02  8.03953734e+00  8.38116994e-03
  3.15487706e-02  2.45510169e+03  2.67932093e+03  5.44904507e+03
  1.95916495e-04  1.33228853e-01]",1
"[-2.26438156e+02  2.35872986e+02 -6.81198740e+00 -9.51677799e+00
  3.04610424e+01 -2.50405908e+00 -5.65355253e+00  7.27423048e+00
 -4.37507248e+00 -3.45390773e+00  5.67471266e+00  1.94215298e+00
  1.14719498e+00  3.03350361e-02  2.46557577e+01  1.51636720e-02
  1.64096567e-02  8.63557539e+02  9.27269535e+02  1.91150244e+03
  3.32542299e-07  2.54844129e-01]",0
"[-2.28292023e+02  1.08624329e+02 -5.64280739e+01 -7.07050800e-01
 -1.86273842e+01 -2.99926434e+01 -3.42819252e+01 -9.58857250e+00
 -2.11963272e+01 -5.98539019e+00 -1.09896545e+01 -1.58049278e+01
 -4.80977726e+00  5.56700814e-02  1.55533029e+01  1.48278625e-02
  3.01151325e-02  2.27885379e+03  2.49380036e+03  4.88732376e+03
  1.27683961e-04  1.86429843e-01]",1
"[-1.33527603e+02  1.38730713e+02 -4.15857735e+01  9.35910225e+00
 -2.10780668e+00 -1.45294118e+00 -1.11442909e+01 -5.38977146e+00
 -9.16929054e+00 -1.23616886e+01 -1.55316257e+01 -9.71716404e+00
 -7.66524506e+00  2.47089874e-02  1.38329574e+02  1.53638110e-02
  1.33632030e-02  1.52657255e+03  2.23673828e+03  3.16433572e+03
  2.66275256e-05  6.21420085e-01]",0
"[-2.12856232e+02  9.86353989e+01 -5.63851967e+01  1.80329132e+01
 -3.17171268e+01 -2.62871132e+01 -4.37182045e+01 -1.53823929e+01
 -1.55657740e+01 -9.47628975e+00 -5.99693871e+00 -1.65515327e+01
 -3.25386196e-01  4.66658441e-02  1.20938626e+01  1.00371870e-02
  2.52459749e-02  2.70938205e+03  2.96871590e+03  6.86579048e+03
  1.84577613e-04  1.64909676e-01]",1
"[-2.12248962e+02  1.87573807e+02 -5.87647972e+01  1.98920078e+01
  9.79713535e+00 -2.92026043e+01 -4.38321114e+00 -1.63648415e+01
 -1.83949146e+01 -1.36680532e+00  7.04493189e+00  9.90364933e+00
 -2.51181388e+00  3.87781081e-02  1.71416952e+01  7.56393424e-03
  2.09846004e-02  1.50933393e+03  1.65800260e+03  3.70115615e+03
  2.67834603e-05  1.99922457e-01]",0
"[-2.20651901e+02  1.08329681e+02 -5.70650291e+01  1.59626312e+01
 -2.79980373e+01 -2.76948910e+01 -4.06849823e+01 -1.64596519e+01
 -1.25225449e+01 -1.25510235e+01 -4.08086491e+00 -1.70788364e+01
 -3.90710735e+00  4.43410535e-02  1.08105993e+01  1.03694766e-02
  2.40144569e-02  2.45984146e+03  2.76760708e+03  6.10945746e+03
  1.54980095e-04  1.54405370e-01]",1
"[-2.86822754e+02  8.06315231e+01 -4.79287453e+01 -1.86530762e+01
 -1.63420582e+01 -1.47130737e+01 -2.12312508e+00  1.23062859e+01
  1.29061213e+01  4.90490007e+00  2.95822287e+00  5.84094477e+00
  6.55737305e+00  5.14087177e-02  7.99743954e+01  3.84093177e-02
  2.78344603e-02  1.77933434e+03  1.61299751e+03  3.32211869e+03
  1.19208189e-05  4.51297462e-01]",0
"[-2.27265076e+02  1.11137016e+02 -5.58553429e+01  1.18281908e+01
 -2.82212372e+01 -2.49237690e+01 -3.59312744e+01 -1.52421780e+01
 -1.01283808e+01 -1.11355381e+01 -6.47481537e+00 -1.80226841e+01
 -3.99235344e+00  4.59571215e-02  9.91244106e+00  8.94472171e-03
  2.48914453e-02  2.44245092e+03  2.73748617e+03  6.01179493e+03
  2.41060945e-04  1.43322945e-01]",1
"[-3.89692566e+02  3.71017418e+01 -2.63332310e+01 -1.13809710e+01
 -8.58370590e+00 -1.96734905e+00  5.78098488e+00  1.25599613e+01
  6.64942026e+00 -2.39507604e+00 -4.50892687e+00  4.02643561e-01
  5.42780972e+00  3.17634272e-02  3.47547846e+01  1.65209747e-02
  1.71862792e-02  1.02281853e+03  8.36566802e+02  1.82732649e+03
  5.16123056e-01  2.03611434e-01]",0
"[-2.26763077e+02  1.12319214e+02 -5.64771347e+01  8.97012615e+00
 -2.88994637e+01 -2.39872360e+01 -2.78698406e+01 -1.47777357e+01
 -7.13562393e+00 -1.04314756e+01 -7.62210894e+00 -2.15636654e+01
 -1.06189709e+01  4.80652326e-02  1.16149790e+01  1.09172389e-02
  2.60242302e-02  2.36439388e+03  2.63081128e+03  5.74576531e+03
  2.33925093e-04  1.53060049e-01]",1
"[-2.55152771e+02  1.64485870e+02 -4.92956686e+00  2.52516556e+01
 -1.65091419e+00  1.00636616e+01  3.21748590e+00  3.49859571e+00
  1.97721982e+00 -1.60920584e+00  1.77775192e+00 -9.58992422e-01
  2.67448950e+00  4.24902194e-02  3.48860326e+00  5.02362608e-03
  2.29931911e-02  1.96961644e+03  2.71090561e+03  5.34071399e+03
  4.97051224e-04  6.47984371e-02]",0
"[-2.20010590e+02  1.02492233e+02 -6.59456100e+01  1.39125738e+01
 -3.01057148e+01 -1.97607346e+01 -2.31248760e+01 -1.41434479e+01
 -8.14752007e+00 -1.48633223e+01 -9.83644962e+00 -1.93052807e+01
 -5.89773750e+00  6.12781683e-02  1.32995714e+01  1.04179776e-02
  3.31520813e-02  2.57659988e+03  2.59628133e+03  5.96396733e+03
  2.45530071e-04  1.69262379e-01]",1
"[-3.78265778e+02  1.78587311e+02  9.50484695e+01  2.12950039e+01
 -7.90403223e+00  2.65803009e-01  1.58150043e+01  1.78894978e+01
  8.71599483e+00  1.25945532e+00  9.68760014e-01  3.42700386e+00
  3.96873331e+00  8.00631010e-03  3.15186616e+00  7.46709439e-03
  4.33095349e-03  4.07806887e+02  1.02308526e+03  8.41732910e+02
  1.00970537e-05  7.04237148e-02]",0
"[-2.27920029e+02  9.75120163e+01 -6.63163376e+01  1.21023407e+01
 -2.66086063e+01 -1.43285151e+01 -1.94470882e+01 -1.24578409e+01
 -1.22584295e+01 -1.66123619e+01 -1.02821159e+01 -1.76725330e+01
 -4.65197659e+00  6.72218076e-02  1.39611940e+01  1.09473650e-02
  3.63808023e-02  2.59375605e+03  2.53823002e+03  5.80276691e+03
  2.13589432e-04  1.70769483e-01]",1
"[-3.07698608e+02  1.72088257e+02  4.57639694e+01 -1.29588060e+01
 -1.41313541e+00  1.49762259e+01  5.78393888e+00 -6.56474686e+00
 -3.46572304e+00  3.33629274e+00  1.64623117e+00 -3.16424561e+00
 -3.20568514e+00  2.64678486e-02  1.05696950e+01  1.91381246e-02
  1.43304666e-02  1.32672607e+03  2.33344735e+03  3.08035784e+03
  2.28483419e-04  8.55785385e-02]",0
"[-2.60058594e+02  8.95698624e+01 -6.93896561e+01  1.11189184e+01
 -2.72943096e+01 -1.52728872e+01 -1.86774940e+01 -1.24708529e+01
 -1.43026915e+01 -1.53309021e+01 -9.66199684e+00 -1.34188528e+01
 -2.10911846e+00  7.17780961e-02  9.10445267e+00  8.40564605e-03
  3.88620451e-02  2.68465808e+03  2.55510526e+03  5.87926121e+03
  2.68576347e-04  1.32631406e-01]",1
"[-3.52464539e+02  1.62044632e+02  6.74336548e+01  1.10945635e+01
  5.42567348e+00  1.30762405e+01  1.01068497e+01  2.57775688e+00
  5.07699370e-01  1.85509109e+00  1.60163069e+00 -5.39561212e-01
 -2.29512453e+00  1.73847611e-02  8.45799167e+00  1.84005254e-02
  9.41325041e-03  1.29127815e+03  2.69328220e+03  4.14290235e+03
  1.13345850e-04  8.79884735e-02]",0
"[-1.71418015e+02  1.81444931e+02 -1.03069239e+01  4.53828316e+01
 -1.48584452e+01  3.60874367e+00 -1.39358492e+01 -7.00600028e-01
 -6.86864567e+00 -2.02289033e+00 -1.94079113e+01  6.58123589e+00
 -6.61530352e+00  4.64973156e-02  1.11832720e+01  1.10650435e-02
  2.51716698e-02  1.78007093e+03  2.49588095e+03  4.83430364e+03
  5.23926719e-05  1.72364339e-01]",1
"[-4.23012360e+02  1.12444450e+02  2.51586094e+01  3.98862610e+01
  2.03266640e+01  1.75254688e+01  4.66084290e+00  1.51948481e+01
  1.28165388e+01  1.15005493e+01 -1.71670139e-01  7.21799564e+00
  7.29721498e+00  8.74177316e-03  1.27391382e+00  4.17944446e-03
  4.73306246e-03  1.30133447e+03  2.66334151e+03  4.25546410e+03
  9.29513335e-05  4.71442379e-02]",0
"[-1.89585480e+02  1.76279938e+02 -4.19973946e+00  3.60937424e+01
 -9.65366840e+00  9.16546956e-03 -1.30387802e+01 -4.17522287e+00
 -3.91123366e+00  5.67634344e-01 -1.64688473e+01  7.30966711e+00
 -7.86548376e+00  4.37767840e-02  9.03814002e+00  7.31556248e-03
  2.37031019e-02  1.78871993e+03  2.48108546e+03  4.75092469e+03
  5.05862154e-05  1.48721457e-01]",1
"[-2.86674591e+02  1.16157776e+02  2.23551788e+01  5.75375175e+01
 -9.34821606e+00  2.25156116e+01 -3.99576855e+00  1.74424686e+01
 -1.83338623e+01  1.28792562e+01  3.46193171e+00  1.21636143e+01
 -1.33286009e+01  5.30428424e-02  1.16756830e+00  2.66957124e-03
  2.87007389e-02  3.34210365e+03  4.42773909e+03  1.06620876e+04
  7.81972252e-04  4.60989103e-02]",0
"[-1.97424667e+02  1.40903671e+02 -1.71774158e+01  3.61761627e+01
 -3.15096307e+00 -7.83894968e+00 -1.07990589e+01  5.35513067e+00
 -1.16869526e+01  6.52100420e+00 -1.58863859e+01  1.44153490e+01
 -1.17466784e+01  4.43199875e-02  1.27675005e+01  5.41621590e-03
  2.39871336e-02  2.39366576e+03  2.90816041e+03  5.88639471e+03
  5.56296436e-05  1.63474753e-01]",1
"[-3.63254395e+02  1.08100128e+02  2.95391464e+01  4.62109566e+01
  1.63624537e+00  2.89525566e+01 -5.60738564e-01  1.54876175e+01
 -1.25263033e+01  1.60655327e+01 -3.58178258e-01  1.10536222e+01
 -6.79762602e+00  3.91164620e-02  4.62674791e-01  5.50095549e-04
  2.11713422e-02  3.48177653e+03  4.95985340e+03  1.21675818e+04
  8.05544900e-04  2.65393555e-02]",0
"[-2.02669647e+02  1.45383423e+02 -9.74371719e+00  4.09917679e+01
 -3.33351493e-01 -1.58695803e+01 -6.70163393e+00  5.22939324e-01
 -1.60676861e+01  1.14084949e+01 -1.31248322e+01  1.14970980e+01
 -8.74988556e+00  4.07899172e-02  1.43152834e+01  6.29554714e-03
  2.20805107e-02  2.22614840e+03  2.74810177e+03  5.33550636e+03
  4.28945423e-05  1.72901317e-01]",1
"[-4.98377625e+02  1.23130424e+02  1.19434319e+01  4.02473793e+01
 -1.25496988e+01  1.96657429e+01 -4.04178762e+00  2.19356194e+01
  3.99981165e+00  1.63732967e+01 -7.41443110e+00  9.83430386e+00
 -1.15297737e+01  3.39906754e-02  1.08670238e-02  2.04714767e-05
  1.83969359e-02  2.93039777e+03  4.37046667e+03  1.00949376e+04
  8.50194076e-04  4.98973811e-03]",0
"[-2.19612457e+02  1.45420059e+02 -8.56829166e+00  3.97009125e+01
  1.66352236e+00 -1.26090422e+01 -5.39170170e+00 -8.28550756e-01
 -1.68981476e+01  1.04973316e+01 -1.42741690e+01  1.03048372e+01
 -5.25914049e+00  4.04182516e-02  1.18363825e+01  5.60883603e-03
  2.18622446e-02  2.15165099e+03  2.67804951e+03  5.11166390e+03
  5.63705289e-05  1.52899995e-01]",1
"[-3.15104706e+02  1.56944748e+02 -4.26288605e+01  2.48154316e+01
  2.14171658e+01  1.74272137e+01 -6.62769413e+00  1.59276266e+01
  5.91678381e+00  1.21780109e+01 -7.41588593e+00  5.80888987e+00
 -9.14571166e-01  9.41713213e-02  9.81341809e-01  1.46981242e-03
  5.09502433e-02  2.56433109e+03  2.57211409e+03  4.70152108e+03
  9.28342197e-05  3.97887044e-02]",0
"[-2.35134720e+02  1.49890701e+02 -1.59190965e+00  3.68940430e+01
  3.62756014e+00 -9.93877983e+00 -3.81427646e+00 -7.34594166e-01
 -1.67278271e+01  7.15845394e+00 -1.17198305e+01  6.42285442e+00
 -4.69414043e+00  3.76435502e-02  1.05519923e+01  5.55483793e-03
  2.03730824e-02  1.93420066e+03  2.47959248e+03  4.48735032e+03
  4.96352040e-05  1.39740109e-01]",1
"[-7.66741333e+02  2.79911518e+01 -2.05786152e+01  1.81656666e+01
 -5.30298185e+00  3.71964240e+00  6.43683970e-01  1.58205497e+00
 -6.09735213e-02  1.49489820e-01  1.30043089e+00 -1.72250673e-01
  1.82639942e-01  4.77929687e-02  1.55646149e-02  1.77511098e-05
  2.58811904e-02  1.25676673e+03  9.23539762e+02  2.41562785e+03
  7.20648587e-01  2.21156422e-03]",0
"[-2.25730682e+02  1.45933487e+02 -8.19834995e+00  3.80484390e+01
  2.56762338e+00 -8.45635796e+00 -1.05799687e+00  2.27240014e+00
 -1.86673069e+01  6.26985264e+00 -1.32704439e+01  5.82874203e+00
 -3.63386559e+00  4.12939980e-02  1.22859806e+01  6.06923722e-03
  2.23590518e-02  2.05130334e+03  2.48621067e+03  4.49740357e+03
  7.04334307e-05  1.50642768e-01]",1
"[-6.98880493e+02  1.06235809e+01 -2.00101204e+01  1.63030300e+01
 -8.30095863e+00  4.58435726e+00 -2.22655320e+00  2.94685769e+00
 -6.52260423e-01  1.88263309e+00  8.21550429e-01  7.52080441e-01
  6.37586772e-01  5.20778372e-02  8.60068066e-02  6.56524698e-05
  2.81970450e-02  1.22772164e+03  6.72321031e+02  2.11478199e+03
  7.81585932e-01  4.76979371e-03]",0
"[-2.43768921e+02  1.53292740e+02 -5.71630907e+00  3.71407814e+01
  3.61738300e+00 -4.46474838e+00 -1.79380700e-01  5.46162558e+00
 -1.69799843e+01  5.02181768e+00 -1.43462019e+01  2.55144596e+00
 -3.95237613e+00  3.93694626e-02  1.07544788e+01  5.04285552e-03
  2.13111546e-02  1.88994770e+03  2.36499958e+03  4.15071568e+03
  3.81603895e-05  1.37536466e-01]",1
"[-7.06173950e+02  3.33808174e+01 -2.25558815e+01  2.30366898e+01
 -4.77866697e+00  3.17337084e+00  1.74678946e+00  2.63844657e+00
  1.69034064e+00  1.71125782e+00  2.73557305e+00  1.87878585e+00
  1.01936281e+00  6.36778846e-02  4.02541388e-02  2.86197865e-05
  3.44539389e-02  1.94297048e+03  1.61162719e+03  3.95127652e+03
  5.89027405e-01  3.45658232e-03]",0
"[-2.63043549e+02  1.58950195e+02  7.53606081e+00  2.94366531e+01
  4.75233030e+00  1.86523640e+00 -6.00754619e-01  4.92476034e+00
 -1.36286392e+01  1.29567087e+00 -1.39611979e+01  1.61337972e+00
 -6.88058090e+00  3.38366116e-02  9.69520671e+00  4.79820808e-03
  1.83181921e-02  1.62733998e+03  2.16654645e+03  3.53265635e+03
  3.60636295e-05  1.26255572e-01]",1
"[-7.19244507e+02  2.43710117e+01 -2.00362415e+01  2.09367809e+01
 -6.21842718e+00  4.03906631e+00 -3.77620697e-01  1.45930004e+00
 -1.35273576e-01  1.76961088e+00  1.98888695e+00  1.11715078e+00
  1.44424796e+00  5.93143495e-02  5.12747557e-02  4.41237546e-05
  3.21087970e-02  1.61175791e+03  1.19520595e+03  3.08730852e+03
  6.74855053e-01  3.66574200e-03]",0
"[-2.82983643e+02  1.65543762e+02  1.98898335e+01  2.84931355e+01
  4.50331783e+00  1.55269277e+00  6.76479757e-01  2.00689554e+00
 -1.15718298e+01  5.70285738e-01 -1.17722235e+01 -1.04675531e+00
 -7.54574537e+00  2.83489022e-02  6.57918493e+00  3.96960453e-03
  1.53412304e-02  1.42458878e+03  2.01892129e+03  3.17832069e+03
  4.73529872e-05  1.04563847e-01]",1
"[-4.23880402e+02 -6.38589211e+01 -1.09366676e+02  4.62786217e+01
 -4.35616302e+01 -4.90374279e+00  2.82109618e+00  6.92147636e+00
 -1.42172918e+01  2.19678574e+01 -1.46122980e+01  6.57354927e+00
  7.98886597e-01  2.66896487e-01  7.85860859e-01  1.60271656e-03
  1.44462890e-01  6.44750798e+03  2.94600640e+03  1.02367156e+04
  7.31940940e-03  3.11221574e-02]",0
"[-2.75349915e+02  1.64543533e+02  1.65848866e+01  3.02807693e+01
 -7.44215727e-01 -2.38348797e-01  2.55467558e+00  1.08013511e+00
 -1.08533602e+01  2.66624331e+00 -1.40425091e+01 -5.48055351e-01
 -5.84197092e+00  3.05412774e-02  7.18227273e+00  3.89404652e-03
  1.65268010e-02  1.54092462e+03  2.04911707e+03  3.46180249e+03
  3.03593315e-05  1.09065957e-01]",1
"[-2.87802032e+02  1.10318008e+02 -5.95481911e+01  6.20833282e+01
 -9.34534073e-01 -4.43078232e+00  1.37965546e+01 -2.05793285e+01
  4.20771742e+00  2.35941029e+01 -4.20909004e+01  4.73079491e+01
 -5.70198669e+01  2.17582338e-01  1.59253994e-01  1.26301662e-04
  1.17687224e-01  5.26942256e+03  4.13881130e+03  1.08164531e+04
  6.37368357e-04  2.05087774e-02]",0
"[-2.82357483e+02  1.72878860e+02  2.35677948e+01  3.00128193e+01
 -8.54748487e-01 -3.04766917e+00  2.73786664e+00 -2.53105974e+00
 -9.11128330e+00  3.00092101e+00 -1.08955488e+01 -2.06131387e+00
 -3.66550565e+00  3.00703005e-02  4.39938557e+00  3.30967846e-03
  1.62757471e-02  1.38321362e+03  1.94218721e+03  3.21420383e+03
  4.21276418e-05  9.12340358e-02]",1
"[-3.66754364e+02  1.52831985e+02 -7.26370773e+01  7.20523911e+01
 -1.12510967e+01  1.87140999e+01 -2.32964439e+01 -1.02104492e+01
  2.26591949e+01 -1.27028017e+01 -6.56675863e+00 -1.07427263e+01
 -2.67163181e+00  1.04439522e-01  9.15886805e-02  1.11039525e-04
  5.65212523e-02  3.04409629e+03  2.66647419e+03  7.11524717e+03
  1.98256763e-04  1.41695477e-02]",0
"[-1.87200607e+02  1.71971329e+02 -7.59035921e+00  3.34162407e+01
 -9.42440605e+00  2.92158455e-01 -1.55597973e+01 -2.36221480e+00
  5.38530171e-01  4.45625448e+00 -1.90996685e+01  1.17741556e+01
 -1.08781128e+01  4.64792590e-02  9.50992220e+00  7.02360958e-03
  2.51631416e-02  1.97768370e+03  2.65859920e+03  5.38668504e+03
  5.78186482e-05  1.50938973e-01]",1
"[-2.57589386e+02  1.74874466e+02  1.10287733e+01  6.69481516e-01
  1.73356419e+01  8.82820415e+00  6.37773418e+00  5.58013916e+00
  4.80851936e+00  5.25849628e+00  4.66080904e+00  4.52867937e+00
  3.92669964e+00  2.02882171e-02  1.22571270e+01  1.99501836e-02
  1.09832936e-02  1.10940136e+03  1.61428796e+03  3.07222455e+03
  1.83153134e-05  1.12362094e-01]",0
"[-2.81423065e+02  1.83325623e+02  1.21703796e+01  3.38861694e+01
 -5.00873899e+00 -4.16708326e+00  2.38629580e+00 -2.69904304e+00
 -1.12333965e+01  6.37936974e+00 -1.07346935e+01 -8.27676177e-01
 -8.59298468e-01  3.29608653e-02  4.05706404e+00  3.25420509e-03
  1.78389160e-02  1.53564083e+03  2.04440037e+03  3.62170892e+03
  2.23358347e-05  9.12817717e-02]",1
"[-2.81439789e+02  1.78271027e+02  8.39560242e+01  2.32740040e+01
  9.70722198e+00  1.48988943e+01  1.79521675e+01  1.45912952e+01
  8.60592747e+00  5.85847712e+00  7.50355005e+00  9.13392925e+00
  8.09011269e+00  5.91646635e-03  9.71207143e+01  1.47104480e-01
  3.20358921e-03  2.86260538e+02  6.93209015e+02  5.66753906e+02
  1.40622542e-05  4.47035044e-01]",0
"[-2.64940369e+02  1.80148376e+02  1.96606326e+00  3.79333839e+01
 -9.89795685e+00 -7.77645159e+00  2.72781086e+00 -2.82371855e+00
 -1.27565546e+01  9.19469261e+00 -1.24355240e+01 -8.67346168e-01
  2.28575325e+00  3.72026676e-02  4.04790975e+00  2.98908346e-03
  2.01455942e-02  1.70913378e+03  2.21863855e+03  4.17556679e+03
  2.52766913e-05  9.10475925e-02]",1
"[-2.21174911e+02  2.04747009e+02  4.34914932e+01  4.35899067e+00
  1.86833572e+01  1.67800312e+01  1.02466431e+01  8.56834602e+00
  9.15673637e+00  8.55578041e+00  7.03057814e+00  6.08587074e+00
  6.21529722e+00  6.55488536e-03  8.17515157e+01  1.36083663e-01
  3.55225177e-03  4.53109525e+02  9.56389829e+02  1.15601736e+03
  2.73594378e-06  4.25165266e-01]",0
